Dialogue_ID,Speaker,Text,Hedge_Count,Urgency_Count,Sentiment,Label
D066,Agent,Can you confirm the amount?,0,0,0.0,0
D066,Client,statement please please.,0,0,0.33,0
D066,Agent,Processing request.,0,0,0.0,0
D066,Client,update address please.,0,0,0.0,0
D066,Client,statement please please.,0,0,0.33,0
D066,Client,recent transactions please.,0,0,0.0,0
D066,Agent,Which account number?,0,0,0.0,0
D066,Client,recent transactions please.,0,0,0.0,0
D066,Client,update address please.,0,0,0.0,0
D067,Client,check balance please.,0,0,0.0,0
D067,Client,check balance please.,0,0,0.0,0
D067,Agent,Security check required.,0,0,0.0,0
D067,Agent,Processing request.,0,0,0.0,0
D067,Agent,Account confirmed.,0,0,0.0,0
D067,Client,update address please.,0,0,0.0,0
D067,Agent,Verify details?,0,0,0.0,0
D067,Agent,Which account number?,0,0,0.0,0
D067,Agent,Can you confirm the amount?,0,0,0.0,0
D067,Client,update address please.,0,0,0.0,0
D067,Client,recent transactions please.,0,0,0.0,0
D067,Agent,Which account number?,0,0,0.0,0
D068,Client,check balance please.,0,0,0.0,0
D068,Client,update address please.,0,0,0.0,0
D068,Client,recent transactions please.,0,0,0.0,0
D068,Client,change phone number please.,0,0,0.0,0
D068,Agent,Which account number?,0,0,0.0,0
D068,Agent,Verify details?,0,0,0.0,0
D068,Agent,Can you confirm the amount?,0,0,0.0,0
D068,Agent,Security check required.,0,0,0.0,0
D068,Client,recent transactions please.,0,0,0.0,0
D068,Agent,Can you confirm the amount?,0,0,0.0,0
D068,Client,check balance please.,0,0,0.0,0
D068,Agent,Account confirmed.,0,0,0.0,0
D069,Client,recent transactions please.,0,0,0.0,0
D069,Agent,Which account number?,0,0,0.0,0
D069,Client,change phone number please.,0,0,0.0,0
D069,Agent,Account confirmed.,0,0,0.0,0
D069,Client,recent transactions please.,0,0,0.0,0
D069,Agent,Account confirmed.,0,0,0.0,0
D069,Agent,Processing request.,0,0,0.0,0
D069,Agent,Verify details?,0,0,0.0,0
D069,Agent,Can you confirm the amount?,0,0,0.0,0
D070,Client,send now to this account I think $9726 to new account.,0,1,0.0,1
D070,Client,send now to this account approximately $11840 to friend.,1,1,0.0,1
D070,Agent,Verify details?,0,0,0.0,1
D070,Agent,Verify details?,0,0,0.0,1
D070,Agent,Can you confirm the amount?,0,0,0.0,1
D070,Agent,Which account number?,0,0,0.0,1
D070,Agent,Processing request.,0,0,0.0,1
D070,Agent,Account confirmed.,0,0,0.0,1
D070,Client,it's an emergency $20456 to friend.,0,0,-0.17,1
D070,Client,maybe tomorrow if not I think $9758 to new account.,1,0,0.0,1
D070,Client,need to move money quickly approximately $20313 to supplier.,1,1,0.0,1
D071,Client,recent transactions please.,0,0,0.0,0
D071,Client,update address please.,0,0,0.0,0
D071,Client,change phone number please.,0,0,0.0,0
D071,Agent,Which account number?,0,0,0.0,0
D071,Client,change phone number please.,0,0,0.0,0
D071,Agent,Security check required.,0,0,0.0,0
D071,Agent,Which account number?,0,0,0.0,0
D071,Client,check balance please.,0,0,0.0,0
D071,Agent,Security check required.,0,0,0.0,0
D071,Client,check balance please.,0,0,0.0,0
D072,Client,update address please.,0,0,0.0,0
D072,Agent,Verify details?,0,0,0.0,0
D072,Client,change phone number please.,0,0,0.0,0
D072,Client,recent transactions please.,0,0,0.0,0
D072,Client,update address please.,0,0,0.0,0
D072,Agent,Verify details?,0,0,0.0,0
D072,Client,statement please please.,0,0,0.33,0
D072,Client,update address please.,0,0,0.0,0
D072,Agent,Can you confirm the amount?,0,0,0.0,0
D072,Client,change phone number please.,0,0,0.0,0
D072,Agent,Can you confirm the amount?,0,0,0.0,0
D073,Client,change phone number please.,0,0,0.0,0
D073,Agent,Processing request.,0,0,0.0,0
D073,Client,statement please please.,0,0,0.33,0
D073,Client,change phone number please.,0,0,0.0,0
D073,Agent,Verify details?,0,0,0.0,0
D073,Client,change phone number please.,0,0,0.0,0
D073,Client,check balance please.,0,0,0.0,0
D073,Client,statement please please.,0,0,0.33,0
D073,Client,recent transactions please.,0,0,0.0,0
D073,Client,change phone number please.,0,0,0.0,0
D073,Client,change phone number please.,0,0,0.0,0
D073,Client,check balance please.,0,0,0.0,0
D074,Client,update address please.,0,0,0.0,0
D074,Client,check balance please.,0,0,0.0,0
D074,Client,statement please please.,0,0,0.33,0
D074,Agent,Processing request.,0,0,0.0,0
D074,Client,check balance please.,0,0,0.0,0
D074,Client,update address please.,0,0,0.0,0
D074,Agent,Verify details?,0,0,0.0,0
D075,Client,statement please please.,0,0,0.33,0
D075,Agent,Processing request.,0,0,0.0,0
D075,Client,update address please.,0,0,0.0,0
D075,Client,check balance please.,0,0,0.0,0
D075,Client,change phone number please.,0,0,0.0,0
D075,Agent,Verify details?,0,0,0.0,0
D075,Client,change phone number please.,0,0,0.0,0
D075,Agent,Account confirmed.,0,0,0.0,0
D076,Client,check balance please.,0,0,0.0,0
D076,Client,statement please please.,0,0,0.33,0
D076,Client,change phone number please.,0,0,0.0,0
D076,Agent,Account confirmed.,0,0,0.0,0
D076,Client,recent transactions please.,0,0,0.0,0
D076,Client,statement please please.,0,0,0.33,0
D076,Client,statement please please.,0,0,0.33,0
D076,Client,change phone number please.,0,0,0.0,0
D076,Agent,Can you confirm the amount?,0,0,0.0,0
D076,Client,recent transactions please.,0,0,0.0,0
D076,Client,statement please please.,0,0,0.33,0
D077,Client,check balance please.,0,0,0.0,0
D077,Agent,Which account number?,0,0,0.0,0
D077,Client,statement please please.,0,0,0.33,0
D077,Agent,Can you confirm the amount?,0,0,0.0,0
D077,Client,change phone number please.,0,0,0.0,0
D077,Agent,Verify details?,0,0,0.0,0
D077,Client,check balance please.,0,0,0.0,0
D077,Agent,Security check required.,0,0,0.0,0
D077,Agent,Account confirmed.,0,0,0.0,0
D077,Client,recent transactions please.,0,0,0.0,0
D077,Client,change phone number please.,0,0,0.0,0
D077,Client,update address please.,0,0,0.0,0
D078,Client,check balance please.,0,0,0.0,0
D078,Client,recent transactions please.,0,0,0.0,0
D078,Agent,Account confirmed.,0,0,0.0,0
D078,Client,statement please please.,0,0,0.33,0
D078,Agent,Account confirmed.,0,0,0.0,0
D078,Client,update address please.,0,0,0.0,0
D078,Agent,Which account number?,0,0,0.0,0
D078,Client,check balance please.,0,0,0.0,0
D078,Agent,Which account number?,0,0,0.0,0
D078,Agent,Can you confirm the amount?,0,0,0.0,0
D079,Client,statement please please.,0,0,0.33,0
D079,Client,statement please please.,0,0,0.33,0
D079,Agent,Account confirmed.,0,0,0.0,0
D079,Client,statement please please.,0,0,0.33,0
D079,Client,update address please.,0,0,0.0,0
D079,Client,recent transactions please.,0,0,0.0,0
D079,Agent,Which account number?,0,0,0.0,0
D079,Agent,Can you confirm the amount?,0,0,0.0,0
D080,Agent,Security check required.,0,0,0.0,0
D080,Agent,Which account number?,0,0,0.0,0
D080,Client,recent transactions please.,0,0,0.0,0
D080,Client,recent transactions please.,0,0,0.0,0
D080,Client,update address please.,0,0,0.0,0
D080,Agent,Can you confirm the amount?,0,0,0.0,0
D080,Agent,Account confirmed.,0,0,0.0,0
D081,Agent,Security check required.,0,0,0.0,1
D081,Agent,Security check required.,0,0,0.0,1
D081,Agent,Processing request.,0,0,0.0,1
D081,Client,send now to this account possibly $18631 to vendor.,1,1,0.0,1
D081,Agent,Which account number?,0,0,0.0,1
D081,Agent,Account confirmed.,0,0,0.0,1
D081,Agent,Which account number?,0,0,0.0,1
D081,Client,send now to this account $24737 to vendor.,0,1,0.0,1
D082,Agent,Security check required.,0,0,0.0,0
D082,Client,recent transactions please.,0,0,0.0,0
D082,Agent,Verify details?,0,0,0.0,0
D082,Client,change phone number please.,0,0,0.0,0
D082,Client,update address please.,0,0,0.0,0
D082,Agent,Account confirmed.,0,0,0.0,0
D082,Client,check balance please.,0,0,0.0,0
D082,Client,recent transactions please.,0,0,0.0,0
D082,Agent,Can you confirm the amount?,0,0,0.0,0
D083,Client,check balance please.,0,0,0.0,0
D083,Agent,Processing request.,0,0,0.0,0
D083,Agent,Which account number?,0,0,0.0,0
D083,Agent,Can you confirm the amount?,0,0,0.0,0
D083,Client,change phone number please.,0,0,0.0,0
D083,Client,update address please.,0,0,0.0,0
D083,Agent,Processing request.,0,0,0.0,0
D083,Agent,Processing request.,0,0,0.0,0
D083,Agent,Can you confirm the amount?,0,0,0.0,0
D083,Agent,Can you confirm the amount?,0,0,0.0,0
D083,Agent,Which account number?,0,0,0.0,0
D083,Client,change phone number please.,0,0,0.0,0
D084,Agent,Security check required.,0,0,0.0,0
D084,Agent,Which account number?,0,0,0.0,0
D084,Agent,Account confirmed.,0,0,0.0,0
D084,Agent,Which account number?,0,0,0.0,0
D084,Agent,Processing request.,0,0,0.0,0
D084,Agent,Processing request.,0,0,0.0,0
D084,Agent,Can you confirm the amount?,0,0,0.0,0
D084,Client,recent transactions please.,0,0,0.0,0
D084,Client,update address please.,0,0,0.0,0
D084,Client,check balance please.,0,0,0.0,0
D084,Client,recent transactions please.,0,0,0.0,0
D085,Agent,Can you confirm the amount?,0,0,0.0,0
D085,Agent,Security check required.,0,0,0.0,0
D085,Client,check balance please.,0,0,0.0,0
D085,Client,update address please.,0,0,0.0,0
D085,Client,update address please.,0,0,0.0,0
D085,Client,update address please.,0,0,0.0,0
D085,Client,update address please.,0,0,0.0,0
D085,Client,recent transactions please.,0,0,0.0,0
D085,Agent,Can you confirm the amount?,0,0,0.0,0
D085,Agent,Security check required.,0,0,0.0,0
D085,Client,statement please please.,0,0,0.33,0
D085,Agent,Account confirmed.,0,0,0.0,0
D086,Agent,Verify details?,0,0,0.0,0
D086,Agent,Which account number?,0,0,0.0,0
D086,Agent,Which account number?,0,0,0.0,0
D086,Client,change phone number please.,0,0,0.0,0
D086,Agent,Which account number?,0,0,0.0,0
D086,Agent,Which account number?,0,0,0.0,0
D086,Client,recent transactions please.,0,0,0.0,0
D086,Agent,Which account number?,0,0,0.0,0
D086,Agent,Can you confirm the amount?,0,0,0.0,0
D086,Client,update address please.,0,0,0.0,0
D086,Agent,Processing request.,0,0,0.0,0
D087,Client,recent transactions please.,0,0,0.0,0
D087,Agent,Processing request.,0,0,0.0,0
D087,Agent,Account confirmed.,0,0,0.0,0
D087,Client,statement please please.,0,0,0.33,0
D087,Client,update address please.,0,0,0.0,0
D087,Client,update address please.,0,0,0.0,0
D088,Client,statement please please.,0,0,0.33,0
D088,Client,update address please.,0,0,0.0,0
D088,Agent,Which account number?,0,0,0.0,0
D088,Client,update address please.,0,0,0.0,0
D088,Client,update address please.,0,0,0.0,0
D088,Client,statement please please.,0,0,0.33,0
D089,Client,statement please please.,0,0,0.33,0
D089,Client,change phone number please.,0,0,0.0,0
D089,Agent,Processing request.,0,0,0.0,0
D089,Client,update address please.,0,0,0.0,0
D089,Client,statement please please.,0,0,0.33,0
D089,Client,recent transactions please.,0,0,0.0,0
D089,Agent,Verify details?,0,0,0.0,0
D089,Agent,Security check required.,0,0,0.0,0
D089,Agent,Verify details?,0,0,0.0,0
D089,Agent,Verify details?,0,0,0.0,0
D089,Agent,Can you confirm the amount?,0,0,0.0,0
D089,Client,update address please.,0,0,0.0,0
D090,Client,recent transactions please.,0,0,0.0,0
D090,Client,statement please please.,0,0,0.33,0
D090,Client,check balance please.,0,0,0.0,0
D090,Agent,Account confirmed.,0,0,0.0,0
D090,Client,change phone number please.,0,0,0.0,0
D090,Client,change phone number please.,0,0,0.0,0
D090,Agent,Can you confirm the amount?,0,0,0.0,0
D091,Agent,Security check required.,0,0,0.0,0
D091,Agent,Can you confirm the amount?,0,0,0.0,0
D091,Agent,Account confirmed.,0,0,0.0,0
D091,Client,update address please.,0,0,0.0,0
D091,Client,change phone number please.,0,0,0.0,0
D091,Agent,Can you confirm the amount?,0,0,0.0,0
D091,Client,update address please.,0,0,0.0,0
D091,Client,recent transactions please.,0,0,0.0,0
D092,Client,recent transactions please.,0,0,0.0,0
D092,Agent,Processing request.,0,0,0.0,0
D092,Client,recent transactions please.,0,0,0.0,0
D092,Client,change phone number please.,0,0,0.0,0
D092,Agent,Account confirmed.,0,0,0.0,0
D092,Client,change phone number please.,0,0,0.0,0
D092,Client,statement please please.,0,0,0.33,0
D093,Agent,Account confirmed.,0,0,0.0,0
D093,Agent,Security check required.,0,0,0.0,0
D093,Client,recent transactions please.,0,0,0.0,0
D093,Client,change phone number please.,0,0,0.0,0
D093,Client,check balance please.,0,0,0.0,0
D093,Client,recent transactions please.,0,0,0.0,0
D093,Client,check balance please.,0,0,0.0,0
D093,Agent,Security check required.,0,0,0.0,0
D093,Client,statement please please.,0,0,0.33,0
D093,Agent,Processing request.,0,0,0.0,0
D093,Client,check balance please.,0,0,0.0,0
D094,Client,statement please please.,0,0,0.33,0
D094,Client,change phone number please.,0,0,0.0,0
D094,Agent,Processing request.,0,0,0.0,0
D094,Client,change phone number please.,0,0,0.0,0
D094,Agent,Security check required.,0,0,0.0,0
D094,Client,check balance please.,0,0,0.0,0
D094,Client,update address please.,0,0,0.0,0
D094,Agent,Verify details?,0,0,0.0,0
D094,Agent,Account confirmed.,0,0,0.0,0
D095,Client,statement please please.,0,0,0.33,0
D095,Agent,Account confirmed.,0,0,0.0,0
D095,Client,update address please.,0,0,0.0,0
D095,Agent,Account confirmed.,0,0,0.0,0
D095,Client,update address please.,0,0,0.0,0
D095,Client,recent transactions please.,0,0,0.0,0
D095,Agent,Account confirmed.,0,0,0.0,0
D095,Agent,Verify details?,0,0,0.0,0
D095,Agent,Processing request.,0,0,0.0,0
D095,Agent,Account confirmed.,0,0,0.0,0
D095,Client,change phone number please.,0,0,0.0,0
D096,Client,recent transactions please.,0,0,0.0,0
D096,Agent,Security check required.,0,0,0.0,0
D096,Agent,Processing request.,0,0,0.0,0
D096,Agent,Processing request.,0,0,0.0,0
D096,Agent,Verify details?,0,0,0.0,0
D096,Client,check balance please.,0,0,0.0,0
D096,Client,recent transactions please.,0,0,0.0,0
D097,Agent,Which account number?,0,0,0.0,0
D097,Client,check balance please.,0,0,0.0,0
D097,Agent,Can you confirm the amount?,0,0,0.0,0
D097,Agent,Can you confirm the amount?,0,0,0.0,0
D097,Client,check balance please.,0,0,0.0,0
D097,Agent,Security check required.,0,0,0.0,0
D097,Agent,Security check required.,0,0,0.0,0
D097,Client,statement please please.,0,0,0.33,0
D097,Client,update address please.,0,0,0.0,0
D097,Client,update address please.,0,0,0.0,0
D097,Client,update address please.,0,0,0.0,0
D097,Client,check balance please.,0,0,0.0,0
D098,Agent,Can you confirm the amount?,0,0,0.0,0
D098,Client,check balance please.,0,0,0.0,0
D098,Client,change phone number please.,0,0,0.0,0
D098,Agent,Can you confirm the amount?,0,0,0.0,0
D098,Agent,Processing request.,0,0,0.0,0
D098,Agent,Security check required.,0,0,0.0,0
D098,Agent,Security check required.,0,0,0.0,0
D099,Client,change phone number please.,0,0,0.0,0
D099,Agent,Account confirmed.,0,0,0.0,0
D099,Agent,Which account number?,0,0,0.0,0
D099,Agent,Processing request.,0,0,0.0,0
D099,Client,check balance please.,0,0,0.0,0
D099,Client,update address please.,0,0,0.0,0
D099,Agent,Verify details?,0,0,0.0,0
D099,Client,change phone number please.,0,0,0.0,0
D099,Agent,Verify details?,0,0,0.0,0
D100,Agent,Account confirmed.,0,0,0.0,0
D100,Agent,Can you confirm the amount?,0,0,0.0,0
D100,Agent,Can you confirm the amount?,0,0,0.0,0
D100,Agent,Can you confirm the amount?,0,0,0.0,0
D100,Client,recent transactions please.,0,0,0.0,0
D100,Agent,Can you confirm the amount?,0,0,0.0,0
D100,Client,change phone number please.,0,0,0.0,0
D101,Client,check balance please.,0,0,0.0,0
D101,Agent,Account confirmed.,0,0,0.0,0
D101,Client,statement please please.,0,0,0.33,0
D101,Client,update address please.,0,0,0.0,0
D101,Agent,Processing request.,0,0,0.0,0
D101,Agent,Account confirmed.,0,0,0.0,0
D101,Agent,Can you confirm the amount?,0,0,0.0,0
D101,Agent,Verify details?,0,0,0.0,0
D101,Agent,Which account number?,0,0,0.0,0
D101,Client,check balance please.,0,0,0.0,0
D101,Agent,Which account number?,0,0,0.0,0
D101,Client,statement please please.,0,0,0.33,0
D102,Client,change phone number please.,0,0,0.0,0
D102,Client,change phone number please.,0,0,0.0,0
D102,Client,check balance please.,0,0,0.0,0
D102,Agent,Security check required.,0,0,0.0,0
D102,Agent,Which account number?,0,0,0.0,0
D102,Agent,Can you confirm the amount?,0,0,0.0,0
D102,Agent,Processing request.,0,0,0.0,0
D102,Client,recent transactions please.,0,0,0.0,0
D102,Agent,Processing request.,0,0,0.0,0
D103,Client,recent transactions please.,0,0,0.0,0
D103,Client,update address please.,0,0,0.0,0
D103,Agent,Account confirmed.,0,0,0.0,0
D103,Client,statement please please.,0,0,0.33,0
D103,Agent,Account confirmed.,0,0,0.0,0
D103,Agent,Which account number?,0,0,0.0,0
D103,Client,statement please please.,0,0,0.33,0
D103,Agent,Account confirmed.,0,0,0.0,0
D103,Agent,Security check required.,0,0,0.0,0
D103,Client,change phone number please.,0,0,0.0,0
D103,Client,statement please please.,0,0,0.33,0
D104,Agent,Account confirmed.,0,0,0.0,0
D104,Agent,Can you confirm the amount?,0,0,0.0,0
D104,Agent,Verify details?,0,0,0.0,0
D104,Client,check balance please.,0,0,0.0,0
D104,Agent,Verify details?,0,0,0.0,0
D104,Client,recent transactions please.,0,0,0.0,0
D104,Client,statement please please.,0,0,0.33,0
D104,Agent,Can you confirm the amount?,0,0,0.0,0
D104,Client,check balance please.,0,0,0.0,0
D104,Agent,Security check required.,0,0,0.0,0
D104,Agent,Processing request.,0,0,0.0,0
D105,Agent,Which account number?,0,0,0.0,0
D105,Client,change phone number please.,0,0,0.0,0
D105,Client,statement please please.,0,0,0.33,0
D105,Agent,Can you confirm the amount?,0,0,0.0,0
D105,Agent,Can you confirm the amount?,0,0,0.0,0
D105,Client,check balance please.,0,0,0.0,0
D105,Client,check balance please.,0,0,0.0,0
D105,Client,recent transactions please.,0,0,0.0,0
D105,Agent,Which account number?,0,0,0.0,0
D106,Client,change phone number please.,0,0,0.0,0
D106,Agent,Security check required.,0,0,0.0,0
D106,Client,change phone number please.,0,0,0.0,0
D106,Client,statement please please.,0,0,0.33,0
D106,Agent,Security check required.,0,0,0.0,0
D106,Agent,Which account number?,0,0,0.0,0
D107,Client,update address please.,0,0,0.0,0
D107,Agent,Which account number?,0,0,0.0,0
D107,Agent,Which account number?,0,0,0.0,0
D107,Client,check balance please.,0,0,0.0,0
D107,Client,update address please.,0,0,0.0,0
D107,Client,check balance please.,0,0,0.0,0
D108,Client,update address please.,0,0,0.0,0
D108,Client,change phone number please.,0,0,0.0,0
D108,Client,update address please.,0,0,0.0,0
D108,Agent,Security check required.,0,0,0.0,0
D108,Agent,Security check required.,0,0,0.0,0
D108,Agent,Can you confirm the amount?,0,0,0.0,0
D108,Agent,Can you confirm the amount?,0,0,0.0,0
D108,Client,check balance please.,0,0,0.0,0
D108,Agent,Security check required.,0,0,0.0,0
D108,Client,change phone number please.,0,0,0.0,0
D109,Agent,Security check required.,0,0,0.0,0
D109,Client,recent transactions please.,0,0,0.0,0
D109,Agent,Account confirmed.,0,0,0.0,0
D109,Client,statement please please.,0,0,0.33,0
D109,Agent,Verify details?,0,0,0.0,0
D109,Agent,Processing request.,0,0,0.0,0
D110,Client,recent transactions please.,0,0,0.0,0
D110,Agent,Account confirmed.,0,0,0.0,0
D110,Agent,Account confirmed.,0,0,0.0,0
D110,Client,check balance please.,0,0,0.0,0
D110,Client,change phone number please.,0,0,0.0,0
D110,Agent,Account confirmed.,0,0,0.0,0
D111,Client,check balance please.,0,0,0.0,0
D111,Agent,Which account number?,0,0,0.0,0
D111,Agent,Verify details?,0,0,0.0,0
D111,Client,change phone number please.,0,0,0.0,0
D111,Agent,Verify details?,0,0,0.0,0
D111,Agent,Account confirmed.,0,0,0.0,0
D111,Agent,Can you confirm the amount?,0,0,0.0,0
D111,Agent,Verify details?,0,0,0.0,0
D111,Client,statement please please.,0,0,0.33,0
D112,Client,update address please.,0,0,0.0,0
D112,Agent,Can you confirm the amount?,0,0,0.0,0
D112,Client,statement please please.,0,0,0.33,0
D112,Agent,Processing request.,0,0,0.0,0
D112,Client,change phone number please.,0,0,0.0,0
D112,Client,change phone number please.,0,0,0.0,0
D112,Client,change phone number please.,0,0,0.0,0
D112,Agent,Which account number?,0,0,0.0,0
D113,Client,update address please.,0,0,0.0,0
D113,Agent,Processing request.,0,0,0.0,0
D113,Client,change phone number please.,0,0,0.0,0
D113,Client,update address please.,0,0,0.0,0
D113,Client,update address please.,0,0,0.0,0
D113,Agent,Processing request.,0,0,0.0,0
D113,Agent,Account confirmed.,0,0,0.0,0
D113,Client,recent transactions please.,0,0,0.0,0
D114,Agent,Security check required.,0,0,0.0,0
D114,Client,change phone number please.,0,0,0.0,0
D114,Client,update address please.,0,0,0.0,0
D114,Client,check balance please.,0,0,0.0,0
D114,Client,update address please.,0,0,0.0,0
D114,Client,recent transactions please.,0,0,0.0,0
D114,Agent,Verify details?,0,0,0.0,0
D114,Client,recent transactions please.,0,0,0.0,0
D114,Agent,Account confirmed.,0,0,0.0,0
D114,Agent,Processing request.,0,0,0.0,0
D115,Client,update address please.,0,0,0.0,0
D115,Agent,Which account number?,0,0,0.0,0
D115,Agent,Account confirmed.,0,0,0.0,0
D115,Agent,Which account number?,0,0,0.0,0
D115,Client,change phone number please.,0,0,0.0,0
D115,Agent,Verify details?,0,0,0.0,0
D115,Client,check balance please.,0,0,0.0,0
D115,Agent,Can you confirm the amount?,0,0,0.0,0
D115,Client,statement please please.,0,0,0.33,0
D116,Client,urgent transfer $19608 to supplier.,0,1,-0.2,1
D116,Agent,Verify details?,0,0,0.0,1
D116,Agent,Which account number?,0,0,0.0,1
D116,Client,it's an emergency possibly $23172 to new account.,1,0,-0.12,1
D116,Client,maybe tomorrow if not I think $14829 to new account.,1,0,0.0,1
D116,Agent,Account confirmed.,0,0,0.0,1
D116,Client,maybe tomorrow if not $20457 to friend.,1,0,0.0,1
D116,Agent,Can you confirm the amount?,0,0,0.0,1
D116,Agent,Verify details?,0,0,0.0,1
D116,Agent,Can you confirm the amount?,0,0,0.0,1
D117,Agent,Security check required.,0,0,0.0,0
D117,Client,change phone number please.,0,0,0.0,0
D117,Client,change phone number please.,0,0,0.0,0
D117,Client,recent transactions please.,0,0,0.0,0
D117,Client,recent transactions please.,0,0,0.0,0
D117,Agent,Security check required.,0,0,0.0,0
D117,Client,recent transactions please.,0,0,0.0,0
D117,Client,recent transactions please.,0,0,0.0,0
D117,Agent,Account confirmed.,0,0,0.0,0
D117,Client,recent transactions please.,0,0,0.0,0
D117,Client,recent transactions please.,0,0,0.0,0
D117,Agent,Can you confirm the amount?,0,0,0.0,0
D118,Agent,Security check required.,0,0,0.0,1
D118,Client,send now to this account I think $20491 to vendor.,0,1,0.0,1
D118,Client,urgent transfer $18753 to vendor.,0,1,-0.2,1
D118,Client,need to move money quickly $20836 to new account.,0,1,0.0,1
D118,Client,send now to this account possibly $12466 to vendor.,1,1,0.0,1
D118,Client,it's an emergency sort of $10426 to friend.,1,0,-0.12,1
D118,Client,it's an emergency $7036 to friend.,0,0,-0.17,1
D118,Agent,Account confirmed.,0,0,0.0,1
D118,Client,send now to this account I think $6493 to vendor.,0,1,0.0,1
D118,Agent,Processing request.,0,0,0.0,1
D118,Agent,Security check required.,0,0,0.0,1
D118,Agent,Processing request.,0,0,0.0,1
D119,Client,check balance please.,0,0,0.0,0
D119,Client,recent transactions please.,0,0,0.0,0
D119,Client,change phone number please.,0,0,0.0,0
D119,Client,change phone number please.,0,0,0.0,0
D119,Client,change phone number please.,0,0,0.0,0
D119,Client,change phone number please.,0,0,0.0,0
D120,Agent,Account confirmed.,0,0,0.0,0
D120,Client,update address please.,0,0,0.0,0
D120,Client,statement please please.,0,0,0.33,0
D120,Agent,Security check required.,0,0,0.0,0
D120,Agent,Account confirmed.,0,0,0.0,0
D120,Client,update address please.,0,0,0.0,0
D120,Client,change phone number please.,0,0,0.0,0
D120,Client,update address please.,0,0,0.0,0
D120,Agent,Verify details?,0,0,0.0,0
D120,Agent,Verify details?,0,0,0.0,0
D120,Client,recent transactions please.,0,0,0.0,0
D120,Client,check balance please.,0,0,0.0,0
D121,Agent,Can you confirm the amount?,0,0,0.0,0
D121,Agent,Account confirmed.,0,0,0.0,0
D121,Agent,Account confirmed.,0,0,0.0,0
D121,Agent,Security check required.,0,0,0.0,0
D121,Agent,Account confirmed.,0,0,0.0,0
D121,Agent,Which account number?,0,0,0.0,0
D122,Client,statement please please.,0,0,0.33,0
D122,Agent,Processing request.,0,0,0.0,0
D122,Agent,Security check required.,0,0,0.0,0
D122,Agent,Can you confirm the amount?,0,0,0.0,0
D122,Client,recent transactions please.,0,0,0.0,0
D122,Agent,Verify details?,0,0,0.0,0
D123,Agent,Processing request.,0,0,0.0,0
D123,Agent,Can you confirm the amount?,0,0,0.0,0
D123,Agent,Which account number?,0,0,0.0,0
D123,Agent,Can you confirm the amount?,0,0,0.0,0
D123,Agent,Processing request.,0,0,0.0,0
D123,Agent,Processing request.,0,0,0.0,0
D123,Client,change phone number please.,0,0,0.0,0
D124,Client,check balance please.,0,0,0.0,0
D124,Agent,Security check required.,0,0,0.0,0
D124,Agent,Processing request.,0,0,0.0,0
D124,Agent,Which account number?,0,0,0.0,0
D124,Agent,Account confirmed.,0,0,0.0,0
D124,Client,statement please please.,0,0,0.33,0
D124,Client,recent transactions please.,0,0,0.0,0
D124,Client,check balance please.,0,0,0.0,0
D124,Agent,Account confirmed.,0,0,0.0,0
D124,Agent,Security check required.,0,0,0.0,0
D125,Agent,Which account number?,0,0,0.0,0
D125,Agent,Account confirmed.,0,0,0.0,0
D125,Agent,Processing request.,0,0,0.0,0
D125,Agent,Which account number?,0,0,0.0,0
D125,Client,change phone number please.,0,0,0.0,0
D125,Client,recent transactions please.,0,0,0.0,0
D126,Client,check balance please.,0,0,0.0,0
D126,Client,change phone number please.,0,0,0.0,0
D126,Client,check balance please.,0,0,0.0,0
D126,Agent,Can you confirm the amount?,0,0,0.0,0
D126,Client,recent transactions please.,0,0,0.0,0
D126,Client,statement please please.,0,0,0.33,0
D126,Agent,Can you confirm the amount?,0,0,0.0,0
D126,Agent,Security check required.,0,0,0.0,0
D126,Agent,Security check required.,0,0,0.0,0
D126,Client,change phone number please.,0,0,0.0,0
D126,Client,check balance please.,0,0,0.0,0
D126,Client,check balance please.,0,0,0.0,0
D127,Agent,Verify details?,0,0,0.0,0
D127,Agent,Verify details?,0,0,0.0,0
D127,Agent,Processing request.,0,0,0.0,0
D127,Agent,Can you confirm the amount?,0,0,0.0,0
D127,Client,update address please.,0,0,0.0,0
D127,Client,recent transactions please.,0,0,0.0,0
D127,Client,recent transactions please.,0,0,0.0,0
D127,Agent,Processing request.,0,0,0.0,0
D127,Client,update address please.,0,0,0.0,0
D127,Client,check balance please.,0,0,0.0,0
D127,Agent,Which account number?,0,0,0.0,0
D127,Client,statement please please.,0,0,0.33,0
D128,Agent,Account confirmed.,0,0,0.0,0
D128,Client,recent transactions please.,0,0,0.0,0
D128,Client,change phone number please.,0,0,0.0,0
D128,Agent,Processing request.,0,0,0.0,0
D128,Agent,Verify details?,0,0,0.0,0
D128,Agent,Verify details?,0,0,0.0,0
D128,Client,statement please please.,0,0,0.33,0
D128,Agent,Security check required.,0,0,0.0,0
D128,Client,change phone number please.,0,0,0.0,0
D128,Agent,Verify details?,0,0,0.0,0
D129,Agent,Which account number?,0,0,0.0,0
D129,Agent,Can you confirm the amount?,0,0,0.0,0
D129,Client,change phone number please.,0,0,0.0,0
D129,Agent,Which account number?,0,0,0.0,0
D129,Client,check balance please.,0,0,0.0,0
D129,Agent,Can you confirm the amount?,0,0,0.0,0
